Puzzle,Solution,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
5.4.3.9...7.9....8.6.84.37......5.2.2......53........9.28...73.6....2.8.4.....5..,584237961371956248962841375893415627216789453745623819128594736659372184437168592,27,42,12,0,0,0,0,0,0,Easy,
2.......7.1....5.4......32..3.84.1..5.8..27..9......3..9..3.8.........9...72.14..,254683917316927584879154326732849165568312749941765238195436872423578691687291453,25,46,10,0,0,0,0,0,0,Easy,
..5....16.....69...7.....489...68...........4.1.5...9.7.6...1.9.2..5.....51..4.2.,295843716184276935673915248932468571567129384418537692746382159829751463351694827,25,44,12,0,0,0,0,0,0,Easy,
......1.7.....54..7....4.2...4...5.......3.94....8....3.9...81...71....95.2..8..3,453296187291875436786314925934721568178653294625489371369547812847132659512968743,24,43,14,0,0,0,0,0,0,Easy,
9..7.61....12...3..7651...9...8.........6.....85.7....72.....5...91..6..6....3...,942736185851294736376518429163842597297365814485971263724689351539127648618453972,25,38,18,0,0,0,0,0,0,Easy,
.8327.........3.........9.1.31.......5.89....9..5.21...4..158.9..7........53.....,183279654569143782724658931231467598456891273978532146342715869617984325895326417,24,36,21,0,0,0,0,0,0,Easy,
....2..5..9.348.1.7..5......1.49....9....3...4..7..58..........2.39..87....2.4.3.,348127956695348217721569348812495763957683421436712589574836192263951874189274635,26,35,20,0,0,0,0,0,0,Easy,
1....6..26.5.4.7....48..51.4.65.2.38.....32.......8.7....3..............527....4.,173956482685241793294837516416572938758193264932468175849315627361724859527689341,26,52,3,0,0,0,0,0,0,Easy,
.4.8.....7.3.....6....9.7.38.26......9..........3.1...628....9.4....8.1....4.7...,946873251753214986281596743832659174194782635567341829628135497475968312319427568,23,51,7,0,0,0,0,0,0,Easy,
........5.......7.4..86...3....3298623..1..5....9......2.5..3...85..96.1..1......,813297465562143879497865213154732986239618754678954132926581347385479621741326598,25,47,9,0,0,0,0,0,0,Easy,
6.3.5..1.4...39.8....46.5.3.......468.5...1.........9..4.7.8..9..6...7...1.......,623857914457139682198462573971583246865294137234671895542718369386945721719326458,25,47,9,0,0,0,0,0,0,Easy,
.1...427.2.....419........6.2.4.73.1..4.93...7..6.....8......9.4....68.2...2..7..,315964278276538419948172536629457381154893627783621945862745193497316852531289764,27,44,10,0,0,0,0,0,0,Easy,
....712..92..3....5.......1.....47.9........2.7.29...343.6..5...6.4.........1....,346871295921536874587942361253164789819753642674298153432689517165427938798315426,23,37,21,0,0,0,0,0,0,Easy,
.89.7.....37....8.5..8....7.6..8...............846.5..6.......1..5.19.74.....53.9,189376425237154986546892137962581743453927618718463592694738251325619874871245369,25,39,17,0,0,0,0,0,0,Easy,
....9.8676.4..8.........3...567.34...7...2...4..9..2.59.2......3.7............6.4,523491867614378952798625341256713489879542136431986275962854713347169528185237694,25,39,17,0,0,0,0,0,0,Easy,
..8.49...1.93.8...2..........1.34....9..72..38.2....5.9....12..4.3....97.........,378649512159328476246157389761534928594872163832916754987461235413285697625793841,25,38,18,0,0,0,0,0,0,Easy,
...1..........7.9.9....4..26....2...2.3...91..4..1.....1..4.2..3.98....4.7..63...,724198653165237498938654172691582347283476915547319826816745239359821764472963581,24,45,12,0,0,0,0,0,0,Easy,
2...7.5.3...............76.6.51......2..568...48.2......42.....17.6.3.2.......68.,216879543457362918983541762695138274721456839348927156864215397179683425532794681,25,45,11,0,0,0,0,0,0,Easy,
..9..8.....2357..9534.9.....9713...51..87.............7.1.8..5..4.......385...74.,679248513812357469534691872297134685153876294468529137721483956946715328385962741,29,47,5,0,0,0,0,0,0,Easy,
.9....3..4..8.......3.............9.214......6..21...8.38.6.95....15.8..1.5.9..64,591624387472835619863971245387546192214789536659213478738462951946157823125398764,26,50,5,0,0,0,0,0,0,Easy,
......1....97...6..16.845.715.2..8....8.51..99..4..7......92.7.............6...5.,847526193529713468316984527154279836678351249932468715465892371793145682281637954,26,48,7,0,0,0,0,0,0,Easy,
2....3..6.4.6129....5.9...........345.......9.7.......1...6.4.3.92.54.7........5.,289573146743612985615498327926185734534726819871349562158267493392854671467931258,25,46,10,0,0,0,0,0,0,Easy,
4.7..5..992.36.7....3..4..88......4..9..3.5......82..67..5.............2.....8.3.,467825319928361754153794628816957243294136587375482196732549861589613472641278935,25,39,17,0,0,0,0,0,0,Easy,
82...1.........7...47..........1.482..8...36.....4......9.27..8...39...7.1.48....,823761594961854723547239816675913482498572361132648975359127648284396157716485239,24,37,20,0,0,0,0,0,0,Easy,
.1...2.......9.....42.7...61..3.....3.7...14.92........6...7.24...82...3..8..6..9,619582437735694281842173956156348792387269145924751368563917824491825673278436519,25,44,12,0,0,0,0,0,0,Easy,
5.8...97.2...19.....7..8.......2.18.....9.7.3.5.....4.8...4.2.1.....5..4.2.....5.,518432976246719538937658412794326185681594723352187649875943261163275894429861357,25,41,15,0,0,0,0,0,0,Easy,
........13........814...6..9..7..18..836.......73.4......56.3..6....7..57.5..34.9,572436891369178542814259637946725183283691754157384926491562378638947215725813469,27,50,4,0,0,0,0,0,0,Easy,
7.....1..........4......6.38....6..5..3..7..8..1.549....86.3.5....4.5..9..47...6.,736548192982361574415972683849236715653197248271854936198623457367415829524789361,25,41,15,0,0,0,0,0,0,Easy,
.....3..7.5.....2674.1.......2..13..........8....2...4..168.....8...5.6.3.5.74...,829463157153798426746152839692841375417536298538927614271689543984315762365274981,24,37,20,0,0,0,0,0,0,Easy,
.....18.2..586...96.....4...72.5....95...4............7..4....82691.75....8.9....,397541862425863719681279453172958346956734281834612975713425698269187534548396127,26,48,7,0,0,0,0,0,0,Easy,
3.1.....69..52..8.2586.1..98...4..326....8....45.....1...9........81......2....9.,371489256964527183258631749819746532623158974745293861537962418496815327182374695,27,46,8,0,0,0,0,0,0,Easy,
6..7.1........5.9.....2.....5.....12....4..6...3...9....59..63.9..47.5...6....17.,628791345347685291519324786756839412192547863483162957275918634931476528864253179,24,51,6,0,0,0,0,0,0,Easy,
.3..14........73.6..6.9......7.62.498..14....2.......8.......1.7.4.3..8.......2..,932614857481527396576398421317862549865149732249753168628475913794231685153986274,24,43,14,0,0,0,0,0,0,Easy,
...7...6.92..31.5....6.2......15............93...6.5...1.....92..5..3.16.7....8..,438795261926831457157642938749158623562374189381269574614587392895423716273916845,24,30,27,0,0,0,0,0,0,Easy,
.4.8.....1.7...6...5.............75....2......2...6..4.98..41...6.75..29...1.84.6,249867513137542698856931247613489752984275361725316984398624175461753829572198436,25,39,17,0,0,0,0,0,0,Easy,
.5..41......698.........4..7..964.......8....6452.7.8.9.....25...8....4.47..2.1..,359741826214698375867352491783964512192583764645217983931476258528139647476825139,27,38,16,0,0,0,0,0,0,Easy,
.7.68.1........7.4.....2.9...2.....8....1..4.....4..3.3..7.6...8.4.....29..42..1.,579684123218593764436172895142367958693815247785249631321756489864931572957428316,24,48,9,0,0,0,0,0,0,Easy,
85..9......7..6..21..85.4...1.....6.5.8...91..42.....87...6......9...7...6.....5.,854297631397146582126853497913478265578632914642915378785364129239581746461729853,25,51,5,0,0,0,0,0,0,Easy,
.5......6.8..16..747..9....6.215..7....4.7....9...84........965....25.........18.,251743896983516247476892513642159378815437629397268451724381965168925734539674182,26,42,13,0,0,0,0,0,0,Easy,
36.9.2.8.......3.1.2...8.5....489...1....62........9....5.6.1.4...245....3.......,361952487598674321724318659652489713179536248843127965285763194917245836436891572,25,49,7,0,0,0,0,0,0,Easy,
..9...7..4...2..5........18.8.9..6.1.4.......7..2.54...681.2.4....5...875........,829651734431827956657439218285943671943716825716285493368172549192564387574398162,25,44,12,0,0,0,0,0,0,Easy,
..7....5....1.....6.1..2......32.....2..9.16......7.....9.463..35.2.964...45...1.,837964251542138796691752483986321574723495168415687932179846325358219647264573819,26,42,13,0,0,0,0,0,0,Easy,
......45......7..1......9.32..5..84..7594.12..4..2........3.2.9.1.......8..2...1.,637189452429357681581462973296513847375948126148726395754831269912674538863295714,25,48,8,0,0,0,0,0,0,Easy,
78.2....59......2....6...71.38.........165...5........2......3..5...96...96..8...,784291365961357428325684971638972154479165283512843796247516839853429617196738542,23,48,10,0,0,0,0,0,0,Easy,
...9....4.....79......46..574...3......2..3...6...9.2....5.469...56.1.32....3.5.1,316958274458127963927346815742863159189275346563419728231584697875691432694732581,27,41,13,0,0,0,0,0,0,Easy,
...9.5.67..1.2.....9.61..8.4.2....7.......826......9........6..2......156.5..94.2,328945167761328549594617283452896371917534826836271954143752698289463715675189432,26,42,13,0,0,0,0,0,0,Easy,
.9......6.18.92......843..9.8....4.......5....24..8.13..2.1.6.59.1..43......2....,493157826518692734276843159685231497139475268724968513342719685961584372857326941,27,42,12,0,0,0,0,0,0,Easy,
8.32......16.......9..71...2...9.4.....34.8.....8...17.....6....349.....7.....2..,873259641516483972492671358287195436651347829349862517925736184134928765768514293,23,49,9,0,0,0,0,0,0,Easy,
...49.....931..8.7..8..7.1.8.....3...475......3..7.56.6............5.7..1....4...,712498653493165827568327419856941372247536198931872564689713245324659781175284936,24,41,16,0,0,0,0,0,0,Easy,
74..8..6.9..5......5..1.4.9....6.1.4..........6.8...3...8......5......764..7.1.5.,741983562982546317653217489897365124235174698164829735378652941519438276426791853,24,26,31,0,0,0,0,0,0,Easy,
.9...3.6.72.....5.61......4........7...19.3...5.2..49....3.47.9.7..5.......9..1..,895743261724619853613582974932468517487195326156237498561324789379851642248976135,25,42,14,0,0,0,0,0,0,Easy,
...........1...37...73..1.516...3.9..8.59....7..81.6....8.....26.91..53.3......17,836751249951428376247369185165273894483596721792814653518937462679142538324685917,28,27,26,0,0,0,0,0,0,Easy,
....5.......9315.6.2....4.....816....3....91....5..2.84...8..9....12.3....9.....1,396452187784931526521678439952816743638247915147593268413785692865129374279364851,25,48,8,0,0,0,0,0,0,Easy,
..25..9..1...3..6..4.........98.....31..5....7...1...........9..31.....46..2.9.5.,862571943197438265543692718459827136318956472726314589285143697931765824674289351,22,42,17,0,0,0,0,0,0,Easy,
....7.69...6......7.9..4..............792.5...2.5678.......8....5.2....814..9.2.6,435872691216359487789614325591483762867921543324567819672138954953246178148795236,25,31,25,0,0,0,0,0,0,Easy,
.63..52.1.7.....46.21..7......2........61.....5....8...823..51.....8..3....5....2,463895271578123946921467358897254163234618795156739824782346519615982437349571682,25,33,23,0,0,0,0,0,0,Easy,
....5...3..7.6..5.3.94..7.1........8.95.....71.4...9..436..85............8.1....9,648751293217369854359482761723695148895214637164837925436978512971523486582146379,25,50,6,0,0,0,0,0,0,Easy,
.3....41.5.7..1.6..285..37..8.7...2.3..4.........3......214.......2.7....6....5..,639872415547391268128564379984715623376429851215638794852146937493257186761983542,25,43,13,0,0,0,0,0,0,Easy,
..28..95..8..76..16..3......5.....398....3.......8752.1..5..................12.9.,372841956589276341641395278756124839824953167913687524167539482295468713438712695,24,48,9,0,0,0,0,0,0,Easy,
...7.9....973...86..2.18...3......6.2.8.31.97..58.621.7.6.......592......3.......,683759124197324586542618739314972865268531497975846213726195348459283671831467952,29,50,2,0,0,0,0,0,0,Easy,
...6..4...7.2..51..14.3......6..........61.5........9..5.1.294.2....9.7..9..5.2.3,582617439673294518914538762136975824829461357745823691357182946268349175491756283,26,44,11,0,0,0,0,0,0,Easy,
2..1598.........39.......1...83....1..4..7...9.7..2..4...58.....4......3.83......,236159847871426539495738216628345791354917628917862354169583472542671983783294165,23,51,7,0,0,0,0,0,0,Easy,
.4638..1.5....6.....7.1..5.4.3.27....5.6....1...8.....8...34.2....1..7.....75....,246385917591276438387419652413527869758693241629841573875934126934162785162758394,26,37,18,0,0,0,0,0,0,Easy,
.8......11..4..95...23....8...2..5..9.7......3....9...8..75..4.......8...398....2,485976231163428957792315468641287593927534186358169724816752349274693815539841672,24,46,11,0,0,0,0,0,0,Easy,
..57.1.423...5......8...........632.5......168..3.75........6..1..6.8.35...47....,695731842341852967278964153719546328534289716862317594483125679127698435956473281,26,35,20,0,0,0,0,0,0,Easy,
.3.....85.....76..4..8....3..8..54.........9....7.93.17..45.9..8...7..1.3..6.15..,639142785182537649457896123978315462513264897246789351721458936865973214394621578,27,46,8,0,0,0,0,0,0,Easy,
.....96.....5...7....3.4.....51.27.......7...23....5..9..7..36..4..1..9.36..9.2..,184279653623581479579364128895132746416857932237946581951728364742613895368495217,25,48,8,0,0,0,0,0,0,Easy,
.....6.4.5.3...12..149........3..912..8...5....................9.5..86..846...35.,289516743563847129714923865657384912498271536132659487371465298925138674846792351,24,44,13,0,0,0,0,0,0,Easy,
8....7....95.......1.8...497......58.3.5..7.16...1..3....4...1..79.....614.......,863947125495261873217853649721634958934582761658719234582496317379125486146378592,25,45,11,0,0,0,0,0,0,Easy,
.81.25.34..6.........8..1....82.76...5......8..34.8.5..........4...12......364..1,781625934326941875594873162948257613257136498613498257132589746465712389879364521,26,49,6,0,0,0,0,0,0,Easy,
....14..6.............7642..1....2.9.9....13.43........2.4.1.5.7....3..19....7.6.,573214896264938517189576423617345289895762134432189675326491758758623941941857362,25,37,19,0,0,0,0,0,0,Easy,
1.9.46..26.....48...271.......3........4..1..4..6..92.9...8.6...1.......7.....3.4,159846732673592481842713569261359847397428156485671923934287615516934278728165394,25,48,8,0,0,0,0,0,0,Easy,
.1...5................264....6.312..85..6..1...3..8.4.5..27..84..18..32.2.......7,314985762692347851785126439946531278857462913123798645569273184471859326238614597,27,43,11,0,0,0,0,0,0,Easy,
..5...8.........3....8.329...8....4..397...52...3...7.7....942..215....98.......1,345692817982417635167853294578921346639748152214365978756189423421536789893274561,26,46,9,0,0,0,0,0,0,Easy,
...3.1.7..6....4.3.9.........6.....93..4...1845..9........6.7...4...3.65..79..1..,524381976761529483893674251216837549379452618458196327135268794942713865687945132,25,34,22,0,0,0,0,0,0,Easy,
4...73..5.3.1.....8.1..5..9.1...79.8.....91...8.6....7......5.3.......7..7.36..4.,492873615537196482861425739614537928753289164289614357126748593348951276975362841,26,37,18,0,0,0,0,0,0,Easy,
...5...8..3...4..6.65..3..782.73.......6..5...4.....7.....2..3.25....6.1......4..,472561389938274156165893247821735964397648512546912873684129735253487691719356428,24,40,17,0,0,0,0,0,0,Easy,
3...42.6.6..31..94..18..5.3.....8..58.....3.2..9.......5.9.68.....1..4.........26,395742168687315294421869573132678945876594312549231687754926831263187459918453726,27,44,10,0,0,0,0,0,0,Easy,
..92.63..6...5..2.5......74.....4....5...249.78.6....5..........7......923...85..,849276351617453928523891674392514786156782493784639215965147832478325169231968547,25,43,13,0,0,0,0,0,0,Easy,
2...85....85..1..3...3.........6.1.8.......32...1.9.6.1346...9....8.4...9......5.,293485671685971423471326589359267148716548932842139765134652897527894316968713254,25,47,9,0,0,0,0,0,0,Easy,
...83.4.........86....4.79..56.7.9...1398..7..4..1...5.7.....69.8...1......3..1..,762839451194752386538146792856274913213985674947613825371428569489561237625397148,27,37,17,0,0,0,0,0,0,Easy,
7..96.........75.9....3..26924...6.7.3...62..8....34..35............4.......5...8,712965843683247519495831726924518637537496281861723495358172964179684352246359178,25,42,14,0,0,0,0,0,0,Easy,
.47.2...12.3.81..9...9....31.4...36......6..87....9..4........7.......8..6...8.9.,947623851253781649618945723194857362532416978786239514829564137375192486461378295,25,46,10,0,0,0,0,0,0,Easy,
6..8..3..3......49..8....1..512..4....6.1..2..3.....6.9......384..6.32...2.......,674891352312756849598432716751269483846317925239548167967124538485673291123985674,25,39,17,0,0,0,0,0,0,Easy,
....19.2...2.7...85....4...2......45.76.8......9....1...7...4..1...62.......417..,763819524942576138518234976231697845476185293859423617327958461184762359695341782,24,39,18,0,0,0,0,0,0,Easy,
.....76..6...138..87..9.1.5..........3.6..71...5.....91.........62........39...8.,351847692629513847874296135796134528238659714415728369187462953962385471543971286,23,38,20,0,0,0,0,0,0,Easy,
2..16.4....32.7.6....5....719..2...6..6.5........4..1...9...3....4...52..2.......,287169453543287169961534287195328746476951832832746915659812374714693528328475691,24,40,17,0,0,0,0,0,0,Easy,
.....41..7.8.5.4.321....87.....87.2..6........2..4.......62.........87.11........,536874192798152463214369875341587629967213584825946317473621958652498731189735246,23,28,30,0,0,0,0,0,0,Easy,
6.......83...64...9543..............46.1..3..7...53.....1.8.75..9..........97.1..,672519438318764592954328671123847965465192387789653214231486759597231846846975123,24,45,12,0,0,0,0,0,0,Easy,
..9...2..16..4.8....45.9.......6.14.51.2....62......7.....5........7...192.....8.,759618234162347859384529617893765142517284396246193578678951423435872961921436785,24,38,19,0,0,0,0,0,0,Easy,
...26...534.7..9.6...48....87....43.2..........3..7...4.2........5.......9....573,917263845348715926526489317879652431264138759153947682432576198785391264691824573,24,53,4,0,0,0,0,0,0,Easy,
..98...57....73.....6...8.....5...68.............483.5.9.13.67.5.46...8....9....1,329816457485273196176459832743591268851362749962748315298135674514627983637984521,26,47,8,0,0,0,0,0,0,Easy,
.7.34...5.........6..18.9...........5.376....4.8..........9..1.9..457.68..681...3,179346825385279641624185937217938456593764182468521379852693714931457268746812593,26,50,5,0,0,0,0,0,0,Easy,
.75.8.........3.........48....5.......3....6.2.6...35.6.....537.......2..4.9....6,175284693864193275932675481798536142453821769216749358629418537581367924347952816,21,42,18,0,0,0,0,0,0,Easy,
5.......12..1..95...3....4...2..3..4....69.2.96...21..1..5...68.........8...4..1.,598674231247138956613295847752813694381469725964752183139527468426381579875946312,25,42,14,0,0,0,0,0,0,Easy,
.42..6....9.41..7........1396.84..2.7.3.6......4.3.8...7........3.....4....28....,142376589398415672657928413961847325783562194524139867875694231236751948419283756,25,49,7,0,0,0,0,0,0,Easy,
6.......4.2.657....3.8....7.1....7.8.....5.32.7523.4...5..26...4..7......6.......,687391524124657893539842167213469758846175932975238416758926341492713685361584279,26,41,14,0,0,0,0,0,0,Easy,
.1.6...3.......4.55...8.2.......1.8.9..4........83...1...3.294..............9.826,219645738368279415547183269735921684981456372624837591856312947492768153173594826,23,43,15,0,0,0,0,0,0,Easy,
.......21..37...9....3.5..87.....4.5.1.8...793...........15...2.......4...7.289..,975684321683712594241395768798261435516843279324579816439157682852936147167428953,24,37,20,0,0,0,0,0,0,Easy,
....4.6.52..9.6.......528..............3.51...1....5398..16..4...32.9...........1,397841625258936417461752893539417268682395174714628539875163942143289756926574381,24,50,7,0,0,0,0,0,0,Easy,